Client facturé - Numéro du client,Client facturé - Nom,Client facturé - Adresse 1,Client facturé - Ville,Client facturé - Code postal,Client facturé - Téléphone,Client livré à - Numéro du client,Client livré à - Nom,Client livré à - Adresse 1,Client livré à - Ville,Client livré à - Code postal,Client livré à - Téléphone,Numéro de taxe fédérale,Numéro de taxe provinciale,Numéro du vendeur,Mode de transport,Remarque,Sous-total sans taxe,Taxe fédérale,Taxe provinciale,Sous-total avec taxe ajoutée,Solde de la facture,Total à payer (avec taxes et escompte),Sous-total avec escompte,Numéro de la facture,Date de la facture,Note de crédit (T/F),Montant total d'escompte,Numéro de commande,Numéro de commande client,Montant fixe d'escompte général,Pourcentage d'escompte général,Niveau de taxe provinciale,Taux 1 de taxe provinciale,Numéro de G/L taxe provinciale taux 1,Montant d'encaissement comptant,Date d'encaissement comptant,Montant d'encaissement par carte,Date d'encaissement par carte,Nom de la carte de crédit,Numéro de carte,Date d'expiration de la carte,Numéro d'autorisation de la carte,Montant d'encaissement autre,Date d'encaissement autre,Mode de paiement autre,Détails supplémentaires enc. autre,Taux 1 de taxe fédérale,Taux 2 de taxe fédérale,Montant d'encaissement crédit flottant,Date d'encaissement crédit flottant,Montant de taxe fédérale incluse,Montant de taxe provinciale incluse,Facture imprimée (T/F),Taxe fédérale avant provinciale (O/N),Taxe fédérale après provinciale (O/N),Taxe provinciale après escompte (O/N),Montant fixe de taxe fédérale,Numéro de G/L taxe provinciale taux 2,Taux 2 de taxe provinciale,Montant de taxe provinciale taux 2,Montant de taxe provinciale incluse taux 2,Pourcentage de retenue,Taxe provinciale sur retenues taux 1,Taxe provinciale sur retenues taux 2,Taxe fédérale sur retenues,Numéro de projet,Montant de retenue sans taxe,Montant total de la retenue,Code d'identification,Montant de transport,Numéro de G/L transport,Date de vente ou d'échéance,Code de taxe prov. pour transport (0-2),Code de taxe féd. pour transport (0-3),Taxe prov. incluse pour transport (T/F),Taxe féd. incluse pour transport (T/F),Remboursement taxe fédérale,Remboursement taxe provinciale niveau 1,Remboursement taxe provinciale niveau 2,Montant de dépôt,Station,No du cpte ouvert original,Conditions de paiement,Devise étrangère,Numéro de référence EDI,Encaissements par DPA (T/F),Montant encaissé par DPA,Client facturé - Adresse 2,Client facturé - Code de province,Client facturé - Code de pays,Client livré à - Adresse 2,Client livré à - Code de province,Client livré à - Code de pays,Description autres frais,Numéro de grand livre autres frais,Pourcentage autres frais,Code taxe provinciale,Code taxe fédérale,Taxe incluse provinciale,Taxe incluse fédérale,Montant autres frais,Client facturé - Description autre province,Client livré à - Description autre province,Montant d'encaissement par chèque,Montant d'encaissement par carte de débit,Numéro de chèque du client,Date d'encaissement par chèque,Date d'encaissement par carte de débit,Montant de l'arrondissement,Usage interne,Usage interne,Usage interne,FFDEJA,FFGL1,FFGL2,FFGL3,FFGL4,FFDEBGL,FFCHQGL,HASDOC,FFACTID,HASCOLI,CRYPTED
VILLE-ST-T,VILLE DE ST-TITE,"540, rue Notre-Dame",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,75404.75,5278.33,6051.23,86734.31,86734.31,86734.31,75404.75,000322,2003/05/16,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003005,0.00,0.00,,0.00,31900,2003/05/16,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
DESILET-RE,"DESILET, RENE","34, Lac Jésuite",Ste-Thècle (Québec),G0X 3G0,819-692-2721,,M E M E,,,,,,,,,,6170.00,431.90,495.14,7097.04,7097.04,7097.04,6170.00,000323,2003/05/23,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003011,0.00,0.00,,0.00,31900,2003/05/23,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
DESILET-RE,"DESILET, RENE","34, Lac Jésuite",Ste-Thècle (Québec),G0X 3G0,819-692-2721,,M E M E,,,,,,,,,,6170.00,431.90,495.14,7097.04,7097.04,7097.04,6170.00,000324,2003/05/23,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003011,0.00,0.00,,0.00,31900,2003/05/23,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BEDARD-GAB,"BEDARD, GABRIELLA","1710, chemin St-Georges",Ste-Thècle (Québec),G0X 3G0,,,M E M E,,,,,,,,,,8360.00,585.20,670.89,9616.09,9616.09,9616.09,8360.00,000325,2003/05/26,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003014,0.00,0.00,,0.00,31900,2003/05/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BEDARD-GAB,"BEDARD, GABRIELLA","1710, chemin St-Georges",Ste-Thècle (Québec),G0X 3G0,,,M E M E,,,,,,,,,,650.00,45.50,52.16,747.66,747.66,747.66,650.00,000326,2003/05/26,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003014,0.00,0.00,,0.00,31900,2003/05/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BEDARD-GAB,"BEDARD, GABRIELLA","1710, chemin St-Georges",Ste-Thècle (Québec),G0X 3G0,,,M E M E,,,,,,,,,,1195.93,83.72,95.97,1375.62,1375.62,1375.62,1195.93,000327,2003/05/26,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003014,0.00,0.00,,0.00,31900,2003/05/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BEDARD-GAB,"BEDARD, GABRIELLA","1710, chemin St-Georges",Ste-Thècle (Québec),G0X 3G0,,,M E M E,,,,,,,,,,650.00,45.50,52.16,747.66,747.66,747.66,650.00,000328,2003/05/26,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003014,0.00,0.00,,0.00,31900,2003/05/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BEDARD-GAB,"BEDARD, GABRIELLA","1710, chemin St-Georges",Ste-Thècle (Québec),G0X 3G0,,,M E M E,,,,,,,,,,480.00,33.60,38.52,552.12,552.12,552.12,480.00,000329,2003/05/26,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003014,0.00,0.00,,0.00,31900,2003/05/26,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
COMM-SCOL.,COMMISSION SCOLAIRE DE L'ENERGIE,"2072, rue Gignac",Shawinigan (Québec),G9N 6V7,,,M E M E,,,,,,,,,,300.00,21.00,24.08,345.08,345.08,345.08,300.00,000331,2003/05/31,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000001314,0.00,0.00,,0.00,31900,2003/05/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
FABRIQUE-S,FABRIQUE DE ST-TITE,"531, rue Notre-Dame",St-Tite (Québec),G0X 3H0,418-365-7942,,M E M E,,,,,,,,,,1100.00,0.00,0.00,1100.00,1100.00,1100.00,1100.00,000332,2003/05/31,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/05/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
FABRIQUE-S,FABRIQUE DE ST-TITE,"531, rue Notre-Dame",St-Tite (Québec),G0X 3H0,418-365-7942,,M E M E,,,,,,,,,,1100.00,0.00,0.00,1100.00,1100.00,1100.00,1100.00,000333,2003/05/31,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/05/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
FABRIQUE-S,FABRIQUE DE ST-TITE,"531, rue Notre-Dame",St-Tite (Québec),G0X 3H0,418-365-7942,,M E M E,,,,,,,,,,1100.00,77.00,88.28,1265.28,1265.28,1265.28,1100.00,000334,2003/05/31,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/05/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
FABRIQUE-S,FABRIQUE DE ST-TITE,"531, rue Notre-Dame",St-Tite (Québec),G0X 3H0,418-365-7942,,M E M E,,,,,,,,,,1100.00,77.00,88.28,1265.28,1265.28,1265.28,1100.00,000335,2003/05/31,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/05/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
FABRIQUE-S,FABRIQUE DE ST-TITE,"531, rue Notre-Dame",St-Tite (Québec),G0X 3H0,418-365-7942,,M E M E,,,,,,,,,,1100.00,77.00,88.28,1265.28,1265.28,1265.28,1100.00,000336,2003/05/31,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/05/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BROULLET-F,"BROULLETTE, FERNAND","170, boul. St-Maurice",St-Séverin (Québec),G0X 2B0,,,M E M E,,,,,,,,,,1825.69,127.80,146.51,2100.00,2100.00,2100.00,1825.69,000340,2003/06/01,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003012,0.00,0.00,,0.00,31900,2003/06/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
C-POP-ST-S,CAISSE POPULAIRE DE ST-SEVERIN DE PROULXVILLE,"40, rue St-François",Proulxville (Québec),G0X 3E0,,,M E M E,,,,,,,,,,390.00,27.30,31.30,448.60,448.60,448.60,390.00,000345,2003/06/01,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000001314,0.00,0.00,,0.00,31900,2003/06/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
SOC-IMMOBI,SOCIETE IMMOBILIERE DU QUEBEC,"100, rue Laviolette",Trois-Rivières (Québec),G9A 5S9,,,M E M E,,,,,tps,tvq,,,,3325.00,0.00,0.00,3325.00,3325.00,3325.00,3325.00,000330,2003/06/02,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003010,0.00,0.00,,0.00,31900,2003/06/02,0,0,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
SOC-IMMOBI,SOCIETE IMMOBILIERE DU QUEBEC,"100, rue Laviolette",Trois-Rivières (Québec),G9A 5S9,,,M E M E,,,,,tps,tvq,,,,3325.00,0.00,0.00,3325.00,3325.00,3325.00,3325.00,000338,2003/06/02,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003010,0.00,0.00,,0.00,31900,2003/06/02,0,0,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
MRC-CHENAU,MRC DES CHENAUX,"1075, rue Champflour",Trois-Rivières (Québec),G9X 2A1,,,M E M E,,,,,,,,,,189176.80,13242.38,15181.44,217600.62,195840.56,217600.62,189176.80,000337,2003/06/03,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.1000,1518.14,0.00,1324.24,0000003007,18917.68,21760.06,,0.00,31900,,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
SOC-IMMOBI,SOCIETE IMMOBILIERE DU QUEBEC,"100, rue Laviolette",Trois-Rivières (Québec),G9A 5S9,,,M E M E,,,,,tps,tvq,,,,3428.00,0.00,0.00,3428.00,3428.00,3428.00,3428.00,000339,2003/06/11,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003010,0.00,0.00,,0.00,31900,2003/06/11,0,0,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CRETE-ST-R,GERARD CRETE & FILS (ST-ROCH),"88, route 159",St-Roch de Mékinac (QC),G0X 2E0,,,M E M E,,,,,,,,,,512.50,35.88,41.13,589.51,589.51,589.51,512.50,000341,2003/06/15,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/06/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GERARD-CRE,GERARD CRETE & FILS INC.,"380, Route 159",Prouxville (Québec),G0X 2B0,418-365-7501,,M E M E,,,,,,,,,,512.50,35.88,41.13,589.51,589.51,589.51,512.50,000343,2003/06/15,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/06/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CRETE-ST-R,GERARD CRETE & FILS (ST-ROCH),"88, route 159",St-Roch de Mékinac (QC),G0X 2E0,,,M E M E,,,,,,,,,,512.50,35.88,41.13,589.51,589.51,589.51,512.50,000342,2003/06/25,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/06/25,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
ATELIER-ST,ATELIER ST-TITE,"151, route 153",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,8693.77,608.56,697.67,10000.00,10000.00,10000.00,8693.77,000344,2003/06/25,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003016,0.00,0.00,,0.00,31900,2003/06/25,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
FABRIQ-ST-,FABRIQUE ST-SEVERIN,"41, boul. St-Louis",Proulxville (Québec),G0X 2B0,,,M E M E,,,,,,,,,,966.75,67.67,77.58,1112.00,1112.00,1112.00,966.75,000346,2003/06/25,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/06/25,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
PARC-BATIS,PARC DE LA RIVIERE BATISCAN,"200, route du Barrage",St-Narcisse (Québec),G0X 2Y0,,,M E M E,,,,,,,,,,5471.50,383.01,439.09,6293.60,6293.60,6293.60,5471.50,000347,2003/06/30,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003018,0.00,0.00,,0.00,31900,2003/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
PRESBITERE,PRESBITERE ST-TITE,"531, Notre-Dame",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,2305.50,161.39,185.02,2651.91,2651.91,2651.91,2305.50,000348,2003/06/30,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003017,0.00,0.00,,0.00,31900,2003/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BROULLET-F,"BROULLETTE, FERNAND","170, boul. St-Maurice",St-Séverin (Québec),G0X 2B0,,,M E M E,,,,,,,,,,521.63,36.51,41.86,600.00,600.00,600.00,521.63,000349,2003/06/30,TRUE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003012,0.00,0.00,,0.00,31900,2003/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
C-POP-ST-S,CAISSE POPULAIRE DE ST-SEVERIN DE PROULXVILLE,"40, rue St-François",Proulxville (Québec),G0X 3E0,,,M E M E,,,,,,,,,,380.00,26.60,30.50,437.10,437.10,437.10,380.00,000355,2003/07/01,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/07/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
FABRIQUE-S,FABRIQUE DE ST-TITE,"531, rue Notre-Dame",St-Tite (Québec),G0X 3H0,418-365-7942,,M E M E,,,,,,,,,,1100.00,77.00,88.28,1265.28,1265.28,1265.28,1100.00,000356,2003/07/01,FALSE,0.00,,,0.00,0.0000,1,0.075000,21360,0.00,,0.00,,,,,,0.00,,,,0.0700,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000003013,0.00,0.00,,0.00,31900,2003/07/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CLIENT-XIZVCM18,,,,,FALSE,0.00,,,,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:15.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
